Sommets:
16796,24645,27799,27876,29595,29725,32324,33512,33782,35037,35488,43913,49105,65284,65368,66996,10079,14411,26304,28019,38705,47541,48387,21934,35736,50682,25329,40434,53733,38824,52253,13586,39434,1306,1511,3873,4533,6859,7048,10633,12230,15662,17470,18342,24805,39095,46995,47064,48624,49951,
50002,56473,60453,61556,64426,66247,24165,30772,50620,67493,28292,34822,42618,43811,47602,2079,2177,14934,23533,28179,35025,38142,38145,39037,45417,45963,48427,50989,52761,56602,65940,17876,17911,22209,23127,23764,25249,25789,30481,30997,36398,38122,41826,44004,44454,53137,53238,66848,9557,15874,
23130,30847,47053,8307,10598,14945,16685,16687,18424,18432,20820,22726,23072,23687,28356,28723,29335,31503,32719,36255,38965,40370,47339,50270,57830,61292,62494,63707,65091,65516,67872,68368,12699,59361,9317,55517,56867,6814,20655,24866,24885,34810,35114,56194,1827,52883,65223,7187,8025,21588,
30313,38001,47074,47317,52116,56798,60810,67243,414,5764,9681,9746,16611,18191,18541,21912,23023,30783,31881,34646,42597,67268,68278,1099,19299,25856,43016,67230,58075,25571,11199,13872,30881,36417,1579,2123,9656,17965,25764,29302,30798,38384,41948,44937,44947,50183,59990,61343,480,1191,
4871,5064,31268,35665,45107,54123,55973,25290,3572,4394,7396,10994,22342,34990,39183,40634,45027,50830,52719,63736,12993,42918,32500,48125,51108,56704,28950,189,4621,10337,23479,27935,30200,60775,63279,931,1724,10906,11196,11557,12561,12689,22275,23477,24181,50295,51160,51348,57885,66019,
5277,14935,15253,35113,53481,59146,65662,36581,55133,56712,20715,5828,18780,26609,18977,42230,53064,9026,27135,64076,64826,1783,55667,55976,56768,59366,1778,2679,12411,18694,27793,32575,36103,39386,47049,51569,65895,10497,42391,42619,49563,2371,16016,23176,27735,36033,41518,58395,61977,65617,
4528,10515,12464,20623,32728,43090,64142,3984,4903,5901,63009,21729,25307,27363,42001,60024,62345,32291,43733,56982,8702,10437,10717,50645,50789,2799,23460,30377,37003,43246,50690,53777,56910,24963,36109,40895,65961,46932,8036,8911,14394,17682,35021,36500,38057,46311,48795,50653,58830,63366,
63516,64169,67453,68631,3788,6090,16805,21691,22133,23543,24834,35026,37660,39437,40635,52946,10803,24119,45953,53506,57499,5964,26655,61101,6614,12310,22161,27499,40559,59391,1622,6309,8698,11690,23743,32570,45464,51739,52928,56311,58736,9994,14767,16279,17035,20211,65847,2882,10445,15464,
22495,38851,40666,65088,965,2670,17500,30971,31051,46861,50688,67327,4723,6613,36612,64020,13824,15506,23617,25096,14476,18113,18279,22716,37719,49161,62404,65922,10926,16775,25655,33949,36505,42521,46616,52149,53930,58267,58914,60999,65711,66165,1195,34570,36586,61005,63912,65570,9804,17961,
24311,29732,30498,34178,38924,40053,60246,62378,495,2893,2995,7454,12657,13142,13875,14075,15503,16883,27029,29256,40012,47899,61333,63706,42890,9156,15897,56184,11986,19420,352,28702,41320,48915,49690,55322,28421,40289,67169,17878,17912,28426,36163,43561,44537,44873,60751,3050,3234,4719,
7493,7573,8601,10500,15393,35042,38300,41832,52702,53086,63805,24127,32135,32439,43242,59374,4561,35045,68265,68409,6266,2555,9167,10245,19469,38134,46921,57794,60324,3520,23514,37972,44803,52901,56393,64383,5583,15084,5559,41176,7268,9470,10943,12439,15212,21178,32832,48031,57473,67108,
11406,12151,10074,24086,26707,28737,29546,32302,40444,45739,56167,66183,66932,12580,1166,12143,20995,6578,11505,28881,44305,1347,15295,34173,63526,6448,32505,51299,53513,53541,65882,5399,7574,46464,8224,45926,23846,32655,16029,34931,16424,16780,28988,45571,15751,29000,57197,2763,43724,45754,
46281,20773,47580,31984,2525,17894,44434,59939,4770,5063,49516,49941,57758,66158,10990,43744,57550,45169,38937,46823,59123,15910,32245,33233,7257,14783,24231,39044,48604,51147,53797,59513,64741,34546,44883,45565,47515,48780,11851,26440,17506,20817,51690,24888,43889,48583,50597,51191,63134,34672,
45736,3545,5472,9570,14111,15268,18452,19388,21988,27930,32056,33293,36267,40222,45920,49668,52481,58280,59260,59362,2737,8275,9154,703,6777,8143,31250,50831,64953,9922,17142,18032,25314,30946,31052,40112,52333,52349,14847,21688,27328,9285,44534,66843,5343,5591,17410,21187,22408,23307,
30863,34744,38847,62731,39345,56178,1338,2536,17983,22198,25702,49172,63618,4690,11187,20948,21562,39614,23923,25428,25064,52458,53075,59846,65126,66662,22996,24313,24561,28451,29312,38369,44446,59858,60041,66623,2945,2948,23580,24544,28360,29754,44543,51143,52491,60148,64707,34742,25721,54099,
7120,10447,20166,23602,27764,42897,48758,50205,60645,61170,68745,7463,3348,8242,18384,49143,59928,2375,2442,4080,13337,16975,21164,34222,40524,40536,43974,55231,62732,62905,63901,28880,48895,61201,32597,2254,27480,31219,33036,37737,58776,59316,458,679,24408,31733,3466,13158,10732,11212,
6591,12215,32271,39340,40346,45983,50800,51512,64620,334,17066,52992,6873,10108,10247,10857,19275,20859,26478,35761,37059,45546,47948,54012,59372,60940,61896,39523,8070,8671,9064,24117,28753,37867,58738,65842,31038,35300,48198,62554,20894,22077,25590,26146,32697,44955,48441,59512,60814,2714,
30600,38955,62790,13774,22787,23566,33790,54218,65426,29750,38038,45569,49842,37941,40579,42725,19835,12404,16675,16810,20279,31985,39182,42304,50878,51301,1163,32756,36787,36805,47773,51075,8014,13408,18413,33263,38467,46402,62370,67652,12117,17393,240,4783,19839,26137,31479,39004,41127,52024,
64332,64553,68510,14235,58729,7133,15468,25448,49553,6439,7188,12016,18671,23453,46870,50679,59136,66207,3125,4535,10772,13745,15408,31550,31731,41084,51604,53749,57246,60375,60982,65946,67706,18913,40419,47610,50367,62835,942,2433,3833,6584,28326,34797,36522,37512,39607,57772,3352,34264,
41413,43905,58851,68144,2128,8085,26450,36138,53037,66446,68597,17033,29045,58086,7429,9464,10088,11046,12290,19318,25197,27737,37025,40816,44516,50938,56120,57542,21095,47153,3430,36525,12109,54334,61454,64430,52492,20625,52712,1696,45031,65045,12855,21144,60337,67804,15135,16831,17436,23000,
32162,34827,41967,44567,55181,59916,62455,17946,36778,19917,8605,67855,36768,46247,53784,65624,65893,20130,48577,3038,24632,32461,37726,38205,22632,32595,36884,42261,5925,33892,47677,50643,52986,53495,30317,66200,4894,17497,25388,43076,62093,4336,10815,25188,25729,37259,49983,52007,65359,19528,
33973,37372,37835,22327,4726,9701,10068,34618,35108,1003,12019,66410,31631,1035,25983,29342,62725,15100,26196,60030,1036,19684,20670,27260,28111,35481,39941,47518,49607,51053,60931,60933,60935,62661,15896,62906,5156,36209,57504,22932,56388,59089,53350,68567,34189,51186,68477,8869,14406,17796,
30018,34790,36071,42788,45574,47146,51221,31065,41395,45237,54178,57054,58928,64603,4074,7379,13704,28083,36523,12654,4654,6769,37013,37312,52628,54711,2964,8352,10561,10677,10790,14461,20434,23245,32992,33543,34820,37871,38971,39548,40015,40017,47911,49805,51860,52820,54846,56344,56581,57365,
63585,32911,7060,51070,3093,6701,11267,29717,33030,34677,39320,44983,47458,49431,66830,9502,47455,440,1767,45135,47492,50445,56300,65215,1765,33099,41028,45234,59095,22482,63907,12720,25289,27319,28837,49875,56305,49667,5814,6154,28141,33092,33982,40104,46250,51844,62826,2754,1846,3479,
8970,37418,57082,58119,62927,63332,2432,13738,20864,42358,25633,26756,30829,31023,40041,66644,10924,12283,15347,8878,21209,23451,50835,5357,38466,42274,45008,45034,45712,48073,61232,61988,47623,45460,61582,67623,28194,17838,17969,25724,43348,52506,59941,60227,67933,27674,44866,3975,38926,40631,
43826,4763,7599,8887,14976,18242,21157,27973,47569,59521,62746,63195,7417,12481,60134,35892,7181,23674,35483,17886,4400,22006,27967,28746,43785,37191,31178,39582,7871,11119,22026,42431,42460,47574,49449,53439,4478,12463,26155,27132,43100,58192,10737,21587,35022,14988,27139,33093,3906,23698,
65553,15304,39253,5597,34513,58932,62775,67037,67045,67157,23680,24492,43796,3890,6210,8733,14774,15753,26665,26850,32838,34800,40719,42804,44762,45339,47551,48729,49190,50403,53088,54465,60374,64168,4988,720,10011,10529,12237,14979,18908,22471,26437,32600,32905,37720,39861,56227,65727,4866,
5065,19625,22306,37165,39053,56644,61023,62380,66254,2061,22621,29326,42008,44614,60107,60171,64640,66603,1673,24504,31195,34441,50935,46536,42029,33430,39555,39959,49216,60948,2518,22594,25200,33060,41979,50737,50738,61337,24167,28195,67311,60045,60311,44990,61344,38825,10756,9521,46338,65615,
66384,66564,3000,34288,58462,9888,14757,22589,26503,43768,45898,59125,64865,65930,68651,5390,15224,26650,16644,21247,25056,56805,61222,7924,11000,14295,15022,21550,31071,31969,47642,52993,58687,61079,65891,67714,13550,45215,48883,16448,1008,26148,32275,52920,64400,5033,9321,9910,11953,31832,
10665,37944,39190,2457,10901,11080,24867,44685,52053,53874,61999,64834,10017,23860,24725,24786,25035,25091,26451,26712,27331,29383,29509,29635,30482,32465,34669,42516,46064,52025,67001,67091,15223,23778,31890,40709,59621,6809,9184,10136,40578,46404,53801,54310,63363,65182,3965,1027,10641,17963,
21075,32562,58423,13742,16225,30448,49098,50406,54015,56518,57051,60866,62747,65183,65734,6835,13453,16926,23733,24875,50332,6489,26619,50073,14530,3106,4106,23313,30606,38330,39147,20558,58414,1627,9212,14498,22172,30420,46630,61212,6222,8765,11012,33309,39440,9775,6948,68057,230,13395,
27100,34276,49727,49001,61588,68604,1616,28991,53102,58410,1171,35427,39020,12175,46919,54714,3233,8125,49543,11618,12433,50081,54540,62234,8805,17166,17693,25524,30770,41075,38124,338,12703,16854,17484,18269,20848,22723,27938,36112,41611,60103,46571,50684,14642,3767,7887,7974,9107,9948,
10474,12243,16414,16435,16986,19003,19268,23686,24969,26306,27855,29928,34131,36077,36459,40655,41804,47514,51293,55951,59169,61186,62649,63355,67983,7172,7593,15473,20409,20853,25465,33179,39647,41601,43994,44350,45128,49299,50449,51989,61262,62435,67118,969,58196,40135,10045,23138,32481,36083,
41928,45536,56010,68288,25570,39935,21518,5554,19173,21326,31502,31583,32109,34481,36193,36322,48634,48868,48886,49165,49971,51901,53788,54042,54375,58529,58994,65627,66382,739,15011,16587,21539,23972,28259,34566,58965,61182,68329,62500,41767,42815,47244,24443,26563,42935,43907,13462,31025,674,
28371,28461,30909,31907,34620,40359,41973,43562,44540,55962,55965,65123,66417,68498,3176,8511,16206,53320,18665,34675,51388,6047,20045,24409,32863,40381,9703,10512,15518,21937,35910,64917,65369,68176,59278,11227,36235,21171,27484,45648,58148,66499,51215,63904,4878,21575,40949,44787,45461,50644,
51859,59885,68571,5501,5659,26943,31468,31872,59819,50415,30766,30767,21093,28043,3200,17182,24178,30584,35107,56667,61648,64951,1202,6860,20793,23205,25095,33810,50657,52769,63396,63519,55806,65022,18540,34670,49177,68004,23610,43136,3011,15388,17486,28115,35642,39483,42323,45656,46343,49566,
58987,61593,64226,806,4141,4543,7590,20343,32662,37500,39336,42914,44275,49548,51115,54241,15482,21996,33284,4554,8193,12641,14031,16558,27174,40330,54086,61758,65422,66154,13700,2108,9517,17150,66170,21807,7736,48735,67577,30254,499,11216,28967,63549,67862,42326,4303,17495,23799,30648,
62285,62669,2124,45142,8077,19736,38891,25709,45226,67092,17034,2459,33856,41696,57084,62644,63412,7250,31037,49817,62493,28121,64068,3753,6223,13247,54710,55739,62636,67497,22722,740,44541,62379,1186,20865,50090,51891,68636,1141,7815,11096,44851,53875,63994,3266,43558,61637,63382,64702,
14125,24418,28159,31160,63508,652,43356,62316,67289,55936,59998,14831,28282,28286,31922,42500,44065,61509,369,223,5569,8397,27263,43588,47907,11192,17177,34198,46346,2070,13221,32548,4284,45123,58231,65562,2735,57681,4984,38111,39410,41074,64866,9768,43736,3925,4389,4983,6397,6977,
7182,12459,14906,22502,28651,28971,33431,37390,44805,45526,48666,53444,56583,57273,60445,66171,29763,31959,42186,25714,60927,22031,22237,23829,26641,43720,52700,59684,67377,68161,31851,37239,10667,17081,25992,33091,773,6392,20125,27892,43484,49018,51074,56089,57050,67263,17801,20284,21776,54790,
9837,48576,7926,44104,59651,63381,58166,29596,32484,32729,33721,59263,22504,33544,28152,3046,27096,54079,67713,32815,41419,24333,24863,53926,38107,7408,8863,18119,45942,58210,3969,43105,43920,35651,14407,15631,19047,22062,23955,27912,44860,49173,57947,64740,20163,20834,22065,26415,56765,65248,
3504,8621,11616,15402,34932,40430,41012,42892,42913,51719,2511,58028,3228,24060,24886,26509,32309,46269,57022,65322,51405,38682,46950,8404,32660,50434,56728,2943,10402,15013,15355,37360,48778,41761,7073,16711,20071,45205,24826,56999,19081,22498,22948,41043,62437,9523,53454,45496,47075,49340,
57618,3033,51827,12238,35211,55792,2557,4111,9559,25397,46499,64210,54573,3773,7256,7741,51036,48089,8871,23137,23549,24967,60440,24005,6528,9983,17581,32924,45643,48878,51833,51839,53270,59375,61591,40594,47392,50371,20041,2044,55814,6865,10548,56486,56685,4959,19982,23918,46339,51189,
65626,19106,51427,26930,39277,51857,61622,20616,28473,40730,43233,56016,60191,60697,41812,52843,59268,20417,28284,39239,45850,50386,57249,11265,29292,3188,3480,3765,8199,12557,17956,20411,31863,52038,55802,56091,61291,66253,68438,38016,4683,42734,29874,37286,53407,53927,65208,24088,28656,1653,
10278,13107,17162,23282,26793,8623,10640,51219,13105,13840,23608,25684,34376,41167,47544,55707,56256,62255,66755,68024,68385,55210,11685,38829,22623,25821,10606,11232,43553,68556,9305,27073,41305,14226,26704,36180,56725,64225,36890,14848,27355,53304,20494,12906,16292,21813,64607,58989,5999,62085,
41519,55548,29220,49573,192,7449,13457,14312,16467,22353,24790,27034,27140,36594,39146,41833,54624,66704,68319,27085,27337,53907,65316,1593,2377,4651,12587,18720,9884,11282,23588,31416,31486,40405,46814,46993,57269,34961,39961,49121,4966,9998,10738,23844,44676,46672,63273,65864,1149,21700,
36212,52958,30,20800,54666,56297,37343,61851,64031,68221,53302,56759,18024,52866,18020,41912,52347,62346,55160,11141,15488,32440,47747,56586,57506,65814,370,5776,7592,8134,14089,44106,3543,11074,13426,13728,19983,25717,32558,33545,38823,39193,53748,60869,65197,39231,8350,40130,46725,1189,
53976,5303,9217,13198,13960,46920,51706,61857,40348,67828,18063,51693,58386,1126,14480,18219,22179,38628,51184,58147,23841,9620,46670,25496,8510,34558,21165,35242,56348,57553,61025,52558,60627,932,16349,34464,39501,2013,5450,20496,58935,5451,10669,16976,22285,23457,24198,37164,48095,52557,
58474,58822,64577,43687,64592,7820,9213,23314,42472,360,20845,24067,50159,64447,38660,9926,4967,51374,54988,2602,8082,8115,9530,9686,18534,21589,26719,34298,34417,35632,56775,60632,68054,68131,4446,7112,17047,35244,42582,23934,18339,60636,68480,3832,9675,14231,18656,28579,34143,52204,
55631,68473,67125,190,10073,20457,38012,50152,20199,6065,26511,34148,44321,47002,47459,49471,55545,10486,34006,43717,53825,65302,15213,23643,28479,63875,49458,29875,33316,8984,42318,10602,41494,28649,51413,41853,51185,60762,5981,52013,52677,9220,23870,29515,31911,41688,46065,46160,67101,22058,
53616,51121,46266,50416,3224,31514,35363,61295,10442,63306,356,24990,32249,38867,51575,61757,65647,65951,31209,32289,59840,60061,14500,41485,43812,61745,30647,32881,36775,40079,41338,42287,60094,61580,62335,66522,36619,49166,29970,36110,60803,3934,32856,4194,39262,40231,56151,59239,5779,6078,
9939,10115,27893,27894,31383,32583,63120,726,15612,55881,19282,13016,41362,55445,56571,4143,4463,14980,45651,2110,10957,54558,34503,54567,64298,6586,35133,51466,37502,29125,60681,60682,60691,49958,361,5339,6055,6254,6517,6543,10431,11078,15618,18433,19390,19470,23825,24711,25092,26398,
32833,37963,38055,38500,40435,42819,46344,47542,48098,49074,51294,51840,53450,55095,55443,32613,33182,38210,41537,55709,9914,28861,65399,5870,11507,14784,27941,60136,40392,50893,20883,27066,31249,43723,55963,57004,62515,21419,10550,13938,20799,43171,49910,52508,58898,23717,47814,2010,16451,22563,
38785,40275,46534,50966,34399,19030,49176,59295,64988,34958,67253,68224,934,59694,18786,25528,1514,25343,50642,59682,61345,8722,10829,56426,63309,19703,28200,2076,30027,38052,44683,50702,23980,60145,62672,23177,23203,38821,39469,5888,15090,18677,21427,29862,36223,41196,43993,49150,51742,52012,
61839,62094,64392,8208,31668,38315,54278,56432,19096,751,22769,21190,21182,29300,31835,65707,8265,9500,23997,48248,68542,8559,17046,20056,28098,35700,45010,47212,48004,54000,54001,54313,55162,5500,42471,62047,66169,6890,37185,47752,51252,58733,63182,27896,19177,42584,37199,61849,13245,20801,
